employee_id,name,email,password,phone_num,designation,hire_date
9fc8a867-4e6a-4990-8208-fb6011460b27,Erik Brown,mlee@example.org,+N1ARc!znF,5122688154,Sales,2020-08-28
037d631f-cbf1-4415-a38b-b05997f8e00c,Benjamin Allen,mackshawn@example.com,C11XwCgM&x,9597600070,Developer,2020-08-30
40bb83f4-8550-4694-a618-6ee44b70c63f,Nancy Harris,brandon79@example.org,70jq6K2a)!,86624433,Sales,2023-11-09
3786b797-84b6-40cf-8dde-305cc33fe5a8,Brett Ross,jessica67@example.org,4oXu7M7H(V,9812049536,HR,2024-06-12
b39cb09b-b51e-4897-a158-70d132f3ee42,Dr. Jill Ward,colonjon@example.net,u3%kWcBq&2,1193237132,HR,2021-07-12
742113fe-a809-411b-a0ad-5e88acf79e29,Ms. Linda Taylor,elizabethpratt@example.org,txArNtFf(3,981415152,HR,2021-01-22
65e33c67-753e-4b51-ae61-ecce45251203,Lisa Long,hvaughan@example.org,0@5OCbvGR^,9786668620,Manager,2021-04-20
8f9b43a9-be8c-4bd0-8bd9-cc65e2e243c2,Nicholas Bell,thomas92@example.net,o_0SPhKb!W,112091079,HR,2022-01-13
67cab448-4eb3-419f-bf5d-1cd90484d48e,Daniel Case,mariokrause@example.com,zwKLc)^c*5,636648597,Manager,2023-11-08
c8748f4e-703b-459d-9114-16e09386f33e,Katrina Cervantes,powellerica@example.com,h2+8eUsw7O,3121285002,Developer,2021-06-20
c8ea9e2e-dc97-4422-92a4-d2996e309e8c,Mrs. Jessica Patterson,morgan18@example.org,ppGfQkfF#0,7962942640,Sales,2022-02-19
1fa806e1-e128-4eb7-a8a5-de596ddab1e1,Traci Cisneros,mariecarlson@example.net,d6098Id6)s,5511756563,Sales,2021-10-17
e443db51-0cc8-494c-9ff3-16f631fbaa0d,Dylan Parker,williamsmichael@example.net,AB6JZrVi#4,7029727531,HR,2021-11-06
fa3c0878-eb14-4f60-9609-c98b2ef0f41a,Luis Snyder,jonesnicholas@example.org,&Y4XmhbUdI,2684376137,Manager,2020-07-21
7a549c6a-abac-49c6-a5a2-0e223f66d029,Annette Miller,susan11@example.org,#!CHi1evn0,701390151,Manager,2024-01-29
2baeba02-ab4d-4408-80e9-237c4f4f3d72,Connie Nelson,martinezdaniel@example.com,$!1VwEIxW^,4549450842,Sales,2021-06-19
4115b0d8-fe79-433e-9e85-3ed4c5b774cb,Jose Thompson MD,ypatterson@example.com,20ARxWB++A,471063913,HR,2023-07-14
a7c24f68-0c95-41d0-a944-79708a95aae9,Bryan Velez,patrick33@example.net,^0IvE$ho_r,3575078855,HR,2022-09-26
e27d6e4f-ac4d-436e-a334-b97ba158a344,Natasha Potter,martinphillip@example.net,jzRq&aIn@5,4722867032,Developer,2020-02-28
79409e04-51c8-4b78-aef1-05dae396d0f8,Andrew Snow,collinsmackenzie@example.com,o9&9%MMc#t,7136374370,Manager,2021-12-15
4f67422c-1c13-4afc-9f42-973354af6c79,Bradley Simon,pearsondaniel@example.org,b(S2jbHa)P,4981322221,Manager,2024-08-19
8b7131bf-5108-4d8f-bb60-a538ecf09115,Elizabeth Johnson,summer51@example.com,(BGKLowPZ8,8863889071,HR,2022-11-18
3665d362-bf65-427c-a904-84b71f536636,Amanda Christensen,tracy91@example.org,@!M0jQdl3Z,7397150404,Manager,2021-09-26
523b57b9-261a-4192-8bd1-900fc62b0e46,James Orr,browncharles@example.org,X_l@2Xqw_e,4626855,Developer,2021-07-21
acb6c400-4491-4268-83b9-a7e84eaad443,Mrs. Emma Clark,shawn81@example.com,&cjKnx)CN4,3844836483,Sales,2024-01-22
a6b94272-54c3-4c9c-a593-9acc65426ed8,Christine Clarke,raymondsandra@example.org,p&+4TNf+tg,9273643513,Developer,2021-04-04
99a57bcb-a740-4b6c-8b53-8fcdd0c1c07a,Johnny Gibbs DVM,wdixon@example.org,!o43VngVkX,7323541977,Developer,2021-03-09
22147a24-9514-46e4-971a-f7b9addde74e,Taylor Castaneda,hpalmer@example.com,IA9uL0zx(&,588362080,HR,2020-07-28
d516a3a1-e506-4ddc-a066-b48c6d202b40,Michelle Martinez,epatrick@example.org,XQ26ZaCEv#,1206587519,Developer,2020-08-21
e600b1cc-5d0a-43bd-837d-9b1ce9e1bdce,Elizabeth Harris,kristiduarte@example.net,Tj$7cGf(%^,2452443216,Developer,2022-05-23
0f22f0cd-ff01-4e00-8294-e05983241fc5,Douglas Allison,tammysmith@example.org,!_P+9Bi*&7,939442533,HR,2023-06-04
80c89535-4894-4649-b0f9-09d58db0b202,Anthony Hernandez,vjackson@example.org,W6!OB@Yj$*,1317550684,Sales,2024-08-15
7c6ce57d-79e5-44c1-9658-36465133a8e6,Mr. David Thompson,courtney20@example.org,kO8EFKsRk*,1738721455,Developer,2024-09-02
9932b846-232c-43b3-9589-dc0a8c346ab9,Steve David,lejessica@example.net,b#U5CY2uSQ,7611270405,HR,2024-10-09
beda8642-445e-4bd5-8926-b872835ea87c,Sarah Hall,katherinesimmons@example.com,_3mVAz$Akt,841374132,HR,2024-03-05
e3c6f016-f314-4c0d-8d03-a81dfe3483e1,Melissa Pruitt,jesserodriguez@example.net,L8i(Mw8$%s,9808621421,Developer,2024-02-06
9d96766e-fa8a-489e-8111-38fed7386ecb,Jason Shepherd,vincentgomez@example.com,@5IN1KZujH,5959196069,Sales,2021-09-15
9cb97bca-adfc-49c4-906b-286ec86fe0dc,James Best,sararichardson@example.net,nA5GdUtfC&,1205680181,HR,2022-08-07
77244155-aa1c-42f6-958d-9382c1dfb983,Joe Lawson,leeadam@example.com,j@2QjcvTs@,7318860169,Developer,2024-07-21
8f8e3d2d-dbdc-4bae-ab8c-0415d4baf57a,Justin Sampson,michelle25@example.net,%rM2Ph$D10,4231379601,HR,2024-08-07
592c4492-84f3-4081-9888-a4bcd0fa7454,Laura Lopez,timothywilson@example.org,pNZ1AoO0(+,5566054121,Manager,2021-06-14
c993b6f3-75ff-4e4a-8dbc-6dc75cad528a,David Johnson,kaufmanmelissa@example.com,&mUf8V@u)E,3026199764,Manager,2024-08-04
25cabdd5-d4f5-42e7-8eb2-c433c0cf5bdf,Dylan Bates,jerry40@example.org,Z*a0XuRtc4,7565920902,HR,2020-03-11
59220b46-1dec-450b-9189-286554971af9,Amy Johnston,sdixon@example.com,d7gVKkqk&$,9831732376,Developer,2023-06-16
9803b437-576f-44c8-b87c-fa06271421bc,Nicole Bryant,stevenmay@example.org,#oAE*KmP4M,3727395453,Manager,2023-11-18
1737513f-d77e-456c-be59-cda8090a339c,Christopher Campos,benjamindelgado@example.com,$u1OUWvbRn,4562740428,Manager,2020-07-21
e3873cd5-051b-4056-93f0-680150fde611,Robert Perez,ashleyhoward@example.org,&5(#7Yt$by,5536427616,Developer,2020-11-12
fc3c641f-c03c-4c32-95d0-844f4af6b3f4,Gary Avila,matthew15@example.com,t@4m1Mejw),4237217025,Developer,2024-01-12
dea861a0-176a-4f3a-9a5e-dc4fe64b6dee,Steven Hayden,lucaselizabeth@example.com,X!qV3mIy@c,9841063470,Developer,2020-12-13
c7bcd2f2-8773-4c4d-ac76-f1ea583af35f,Patricia Anderson,marykennedy@example.org,x$02N#hn6&,2361247836,Sales,2021-01-25
27fcb83b-81ac-4675-8842-4e285cb03fb2,Joseph Bishop,chanrobert@example.org,$01Dnf@SVd,7136701435,HR,2020-09-14
ed10c9d5-38d2-408c-b0b4-319b93a2dfb3,John Mcintosh,melissajones@example.org,T+)C0IQzOE,7495864259,Manager,2021-06-19
afe42d68-3729-4c40-a348-88ed2eb3eb55,Nathan Smith,williamsjames@example.com,+s!FcgB@W7,3391029220,HR,2022-04-26
ea4fea27-b600-4918-a15a-723be14dd758,Joshua Jones,vanessa30@example.org,)w2QJdYgk8,8349431461,Manager,2021-03-06
8711bb02-9255-4159-8829-dff736d3e74e,Mr. Brandon Harris,mcgeenicole@example.net,_2!7tvJb*%,7854912893,Developer,2020-06-06
9d3435db-2a3c-4538-b3c7-368d9aa8e6ec,Kyle Velazquez,ydelgado@example.org,(^!iN%6mB8,4735207831,Manager,2021-07-19
6ee5e292-2ee9-426c-8715-fed9ce940dc8,Mark Smith,bwashington@example.net,bT$5sEpwh$,3082427534,Developer,2020-03-21
1408b989-7929-44f1-beed-73d2396589d8,Joseph Brown,jamesdeanna@example.net,X48SfCqgy!,2811655132,Manager,2024-10-06
86d48489-a024-4835-8507-62564599b311,Kathleen Stevens,qmoore@example.com,iFX%zR$t_0,2992667175,Manager,2024-06-05
f1cda6e7-150b-47c3-87e8-48f216cbb600,Derek Lee,freemanmelissa@example.org,c3NSh!+#)q,2173136114,HR,2020-07-14
ce80481e-0b88-4789-8cad-32ae59522493,Miss Anna Lee DVM,watkinson@example.net,y5Q!011!!F,7211647808,Sales,2020-05-25
45dcb2c6-0242-4050-a320-73a40ea3c095,Renee Harris,mario33@example.com,in3bWof#T@,8088631148,Sales,2024-05-11
c71a3b5d-c629-4c1b-974c-7a5a4274b34a,Alexis Moore,rhernandez@example.com,*YACH%i@!7,5894988747,Developer,2021-11-24
58b64598-f2f3-42d2-aa4c-6229df578c66,Dennis Garcia,caroline97@example.net,q*O8P4Vw@O,4880913885,Manager,2023-04-02
55eaa679-c847-413e-a086-702aa90729ad,Melissa Washington,cbrowning@example.com,_MoAZzmK8A,8287062315,Developer,2024-01-27
b88e02cd-601c-4c20-8a3d-a2580d8a67c4,Pamela Bradley,jenniferbowman@example.com,m+DkR0Dq%5,6787078912,Developer,2022-09-01
0dad0445-d9c5-43a5-ba0c-6c29ff2eb337,Nicole Berry,thomasmeghan@example.com,uub3cTppa(,9271133886,Manager,2021-05-02
82fc536c-9e3d-4a68-866f-a92c03497bf8,Gregory Anderson,gboone@example.com,G9VIMp_z@2,2646133561,Manager,2023-10-22
0f19d72c-5ee5-4505-9a6f-da78c051aa5f,Kenneth Swanson,rachelcarson@example.net,K6jU*kJg!B,2958915597,Sales,2023-10-03
8b133835-a411-4579-be8f-f77202dd9d47,Shannon Stone,bishopthomas@example.org,NH8Ln_d4^R,7612809568,Manager,2020-03-31
6d26810f-e953-4c65-a62d-e8554819e7e3,Melanie Goodwin,christopher18@example.org,N$2HjO@6Uv,7495716238,Sales,2024-04-16
2dd924ce-c50f-4256-97d7-aa611dc23343,Sean Johnson DDS,whitakerkelly@example.net,^z#_RCryv1,2891410300,Sales,2021-07-15
7358d74d-1b38-4004-8a57-4bf2a6a05e5a,Michael Sherman,rachael40@example.net,&dtnH%pOJ6,8904946682,Manager,2020-10-01
254dc0c3-faa0-4471-803d-2f4669182325,Deborah Lane,cgreen@example.com,pX1b0JOk1&,2670036426,HR,2020-06-21
bd8824fb-ad3b-4bea-aa80-22335b44095b,Patricia Guzman DVM,michaelcarlson@example.net,!oRqm&R0%4,3008304744,Manager,2020-05-27
df3c8432-8635-4769-b632-cbf83a0a1aa4,Eric Weeks,kjones@example.org,*0BW7tsr^!,441955002,Developer,2023-03-12
1a8120fc-61fa-4282-8d5a-734edf26411d,Samantha Case,zdavis@example.org,j7(bZs97*F,2809790571,HR,2021-06-13
d3ea2c16-fffe-48d9-a461-b03a1ca8b59f,Sheila Gray,rhodescaleb@example.com,^p$3NX4pXq,8901593335,HR,2021-11-19
20a6b614-32fb-41f0-a6cf-421e2f61e6a5,William Armstrong,ychambers@example.net,&!*NcP7o7%,9461654251,HR,2024-05-10
48c473de-9912-4c76-9222-dfc7d5182684,Jessica Hunt,rodriguezsamantha@example.org,&sDbaI6vQ9,8889878863,Developer,2024-08-06
ec3db460-6889-443a-b2eb-a9549cb105aa,Jennifer Thomas,owells@example.org,s+16YGf+n1,977207032,Sales,2020-12-23
daf72af9-b8ac-46bb-abde-875c6d412562,Kyle Hernandez,alan15@example.org,vB#O4HbinT,6880585448,Sales,2022-08-21
ca4d5095-9032-4a11-9a38-3cf96b4d7f67,Kenneth Sanchez,terri85@example.net,)3bMp1OaTJ,7327996671,HR,2021-03-30
4260e992-5806-4f53-85d5-c6b0eb42e4d2,Jenna Garcia,richardford@example.net,w0*Lfue!(h,2544449004,Developer,2022-04-19
d91778f7-7463-4200-98a4-c20659605df7,Kent Watson,johnsonjuan@example.org,P$36A*u4$Z,498773688,Manager,2021-09-09
8d1a4691-cc02-49a5-8687-34161ad15fdc,William Davidson,taterichard@example.com,h%D4Mqx%6D,426029826,HR,2020-09-23
3c53827d-4a6f-4c00-8e0c-82870155736d,Maria Smith,davidreed@example.com,Vf&s0OebWJ,1001816090,Manager,2021-01-24
9dc28bd7-e75c-4fe0-b5be-7e4ed6286983,Rebecca Castro,kbarrett@example.net,lq_fQHXh)4,1121358681,Sales,2021-07-23
3a863be4-85bb-405f-9fb0-9043db994503,Joel Diaz,zgould@example.net,)Cwum(PfJ3,3452401670,HR,2022-06-28
e7bf32f0-faae-488f-9fe3-98d5307fe158,Christopher Small,susan90@example.org,Yj3)IQ@co_,803018655,HR,2020-10-07
a3aaa534-7681-4335-80ce-3d178ec92462,Tracy Duran,lblackburn@example.net,(9IM(EsvBy,9507759724,Manager,2020-05-14
9f07c37d-4367-4dec-bec8-05aa3096148f,Eric Robertson,hayley67@example.net,j$0r)Py*Y@,8719249671,Sales,2023-09-02
b09c18e6-bdc8-4dbd-94a6-5fe9567f589c,Marcus Scott,hrich@example.org,V2Buv00v$_,8242982104,Manager,2024-01-08
093e7e29-c5bf-4d07-be1f-50e69cb29ab3,Robert Thompson,listephanie@example.net,B#1aS5mE7c,4762313992,Developer,2024-05-03
163f6763-5594-4a5e-8ee1-7016b64b485d,Matthew Robinson,nathanjordan@example.net,xp$r3FhOA@,8064436366,Developer,2022-11-03
9f10a7b4-97a7-4980-aad4-b0b11abd36bf,Joseph Norton,erin43@example.com,+1e_7Uxr8B,7053473489,HR,2020-09-17
7beb00d0-95b8-480f-a955-ed2e9f4b1493,Laura Yoder,lindaruiz@example.com,W&3PVEUiiF,3135430155,HR,2023-11-24
24e22d78-4b3e-4218-8107-93fd9a0bc6ce,Todd Newman,alejandroingram@example.com,cx*F2Lpf_U,7525846116,Developer,2022-11-02
04b95527-2277-4b8f-a558-59fb07ef3b88,Phillip Carter,williamsanchez@example.net,(c1t0iBe&t,8634435234,Manager,2021-08-01
8050c9d4-83d2-4138-b68a-30a14f2d9261,Jennifer Hunt,jamesbrewer@example.com,&$ZgBcR!+4,2717875125,Developer,2024-08-11
6e4abec7-b8b7-42c6-a3c5-73682f451bfd,Bradley Chaney,matthewthomas@example.net,x1wZbw#c$3,1103179019,Sales,2020-05-18
7a6e036f-bfa2-4eff-b397-09395123f68e,Jon Rodgers,leahhernandez@example.net,BqJb7G%g5),6559631759,Sales,2020-06-08
0e231365-fc5d-47b5-b6d6-a8a79487c4c9,Alexis Mack,steven52@example.org,^88C$X^z&&,9127548201,Developer,2020-09-17
9e2b6527-6cce-4bf5-8fad-32fed897a8a0,Cynthia Harrington,caitlingalloway@example.com,cN2EpC1mu$,5226222810,Manager,2021-04-17
30ca8ca6-e935-49b1-b546-3c57b049e5b6,Joshua Dorsey,zthomas@example.net,*_VKu0Uyi9,7546383152,HR,2024-10-13
dddd1fa0-9945-465f-9587-305e0fd63819,Carol Monroe,danielkeith@example.com,$K9skFafyJ,9207446476,HR,2021-01-02
a090c359-5b4a-44c4-91d3-9f88bdfb343f,Autumn Fisher,alice91@example.com,0E^E8BUy(r,5740817572,Sales,2022-07-17
