employee_id,name,email,phone_num,designation,hire_date
ecc06776-dd3d-4e97-b21c-96e234b85494,Lauren Myers,olivia43@example.com,1092440504,Developer,2023-09-29
3c6b9687-bac8-4eae-811e-f1065e5495a5,Thomas Stanton,wshepherd@example.com,111371648,Developer,2023-02-18
953a600c-d94a-4ff9-b4a4-9d547b451166,Julie Stanley,kristen19@example.com,5304007620,Sales,2020-05-02
54aba2b9-5831-461e-8feb-17fde6a49565,Colleen Davis,natalie48@example.net,2097956895,Manager,2021-08-22
938a5b55-d026-483a-aa7e-5fb0f2a92e02,Jacqueline Torres,bianca24@example.org,6142737369,Manager,2021-04-17
fbdbf701-aa4f-4202-92f1-772d0a5e3bc7,Ms. Lindsay Mcbride,james72@example.net,2869742232,Sales,2021-02-13
fbd0beac-818d-480e-bdbe-89fe7d78c9b2,Micheal Dennis,russellsmith@example.org,1829950794,HR,2024-03-20
fe58ab60-1a45-4fae-8a26-d8c17c21e0e8,Christine Cherry,andrewperez@example.org,1745707353,HR,2021-01-01
19ffc2df-bfcd-4146-96ff-ade27d5ffdf5,Melissa King,breanna39@example.com,8273627670,Manager,2020-11-10
29f513ee-45f7-456b-9eb7-58dd9f075886,Trevor Wong,gregg16@example.com,7270936867,Sales,2023-01-18
4c97c5c3-4cb6-40d0-9155-da39c067238c,Heather Allen,aaron89@example.net,5473163225,HR,2024-08-05
138e43ad-816e-4a81-adbc-80c0772f6976,Connie Baker,xjohnson@example.org,2407698674,Sales,2024-05-27
bbb9090f-ea50-40d6-abf9-897e19fc49ff,Crystal Garcia,amyjones@example.org,1472904673,Manager,2020-05-27
99ee7aba-e273-4fda-99d8-386fb8fec08d,Nicole Reed,brian52@example.com,4854016929,Manager,2020-07-14
61e99019-0934-48ef-8768-90b34d379155,Jennifer Patel,robertparker@example.org,9180354200,Developer,2023-08-31
6059bdf0-1879-4985-aefb-0aa7f347ae16,Jennifer Blake,burnettdavid@example.net,712748243,Sales,2021-08-16
b1826913-e3c4-48c6-a805-899a3f42cc50,Jamie Mayo,montgomerymichael@example.com,5556133774,Developer,2022-12-10
7b708278-fa71-4e07-a6aa-474f5799f42e,Carolyn Patterson,masseyanne@example.com,3514999239,HR,2024-04-25
8a5de037-b0d4-40f7-8488-61723c55af0c,Matthew Thomas,tiffany79@example.org,4777070825,Developer,2021-02-21
0ca5bb9e-8c7d-4257-b4fe-6b5ccbf0f33f,Scott Jones,nguyenheather@example.com,5435227121,Sales,2024-01-23
180c7771-a2a0-4bf7-9e41-8c27e8fbca14,Laura Brock,monicabrown@example.com,1427135915,HR,2022-12-13
aaaad151-fb5d-4e18-87bc-7c9ce675583f,Gina Hamilton,kelly96@example.com,6666848899,HR,2023-04-21
58fd962b-1fe8-4644-89db-0a5764ca59d7,Stephanie Carrillo,irowe@example.org,6998792343,HR,2021-09-14
4dbc2c73-4e18-436c-8b34-4e6ace7c0d36,Rachel Williams,wrightjoanna@example.net,7815787927,Developer,2020-12-20
3fb3aceb-e7f0-4727-aae9-93bccada9758,Michael Duncan,jessicasanford@example.net,7028198478,Sales,2021-09-15
7e9a4954-b6c5-4846-b127-70272bc5fb31,Katherine Stephens,catherineturner@example.org,3420416380,HR,2021-05-26
dc059cef-61b6-4925-bb66-f82de91cf2bc,Olivia Carroll,kramsey@example.com,1158859587,Sales,2023-05-20
5a83fb60-f21b-45f5-a87f-eece3237a8c6,Jesus Shelton,pattersonrobert@example.org,8169158760,Sales,2023-10-30
4efa7c1a-1f5e-4888-8928-e5596270ce11,Vanessa Lozano,angela00@example.net,4989500223,Sales,2022-09-09
986d3d63-651f-460c-8884-27cd521eaed3,Derek Crawford,wrightdaniel@example.com,1608313568,Sales,2020-04-15
70e48a15-7cbd-4a81-9dae-c23ca7217850,George Byrd,nespinoza@example.org,1072135109,Developer,2024-07-27
70c82214-1ffc-4762-b289-d9decbb6d3bc,John Hardy,longjoseph@example.net,6940184240,Sales,2024-07-21
eba5968d-97f8-4695-9d6a-c739870f5f6e,Paul Schroeder,jessicamarshall@example.com,2189674468,Developer,2023-10-21
e034361b-acf1-4745-8543-a41a5a528c49,Jessica Allison,pbarton@example.net,9713323085,Sales,2020-06-30
9f11d36d-2574-467b-8557-48902168bf76,Kimberly Mcpherson,kennedyrachel@example.com,103332331,Sales,2023-01-03
8031ffdc-d44c-4b68-97b8-0a5c131e7165,Martin Casey,barrettangela@example.net,5474219313,HR,2021-06-19
061f6ac6-d0f9-4e34-90b9-66677f6015bb,Robert Johnson,iibarra@example.com,264463593,HR,2024-06-09
93f38736-b193-4ec8-a822-dd5f5e57a15f,Mr. Keith White,mitchell92@example.org,2589083130,Developer,2020-05-08
6e60c182-7c9f-446f-9a4d-a4e222691794,Jon Martin,whiteheadwilliam@example.net,4453746865,Developer,2021-03-24
a3fbf052-0d45-44bd-9843-0d6ebd68dbbd,George Ramos,lutzcynthia@example.com,2385133900,HR,2021-12-07
d9c5ba95-e047-4198-9029-62a430962aff,John Walker,hahnshannon@example.net,2001642827,HR,2020-11-21
7e75d967-a79e-4922-bd0e-96b6dcf37fae,Ian Smith,kempcurtis@example.com,3733433052,Manager,2020-06-09
ea6700e6-e893-41d3-8312-c1639b67f8d2,Marc Yang,lhorton@example.org,7443694775,HR,2024-07-17
2f39b729-35b8-4119-9125-054c41cc85e1,Dylan Rodriguez,lori54@example.org,5397200609,Sales,2022-03-13
95b76e46-c069-4c35-b7a0-bc72a514d191,Lindsey Jones,ichristensen@example.org,1147389610,Sales,2020-03-13
e2227a45-a93d-4b31-806c-7e2d439626cb,Laura Reeves,francisherman@example.com,9003224550,HR,2020-12-13
beed1d7d-a69b-4c46-bec5-00fe6f89365b,Karen Henry,wramirez@example.com,2637367700,HR,2020-11-19
3b17da7e-42aa-424c-9bf9-b2304b392fed,Taylor Miller,vschneider@example.net,5614781928,HR,2024-04-03
1b89061d-04cb-44f9-9c79-b3674e2dcaec,Jacob Roach,amandamartin@example.net,6079723782,Sales,2021-12-05
ded8a83c-6b11-4d9b-8bac-26a48091732b,Nicholas Curtis,duffyalyssa@example.org,352373325,Developer,2021-05-08
6571dc5b-d38e-4122-9548-742a1ed87469,Michael Hernandez,scottjohnson@example.com,923413403,HR,2023-12-04
745af59f-af59-4a65-83ae-3ce7836db18a,Joshua Moore,kirsten16@example.net,9008522592,HR,2021-11-25
1f14e38e-2662-4845-b08f-6eff9ccdcf30,Jeffrey Hawkins,katherine59@example.org,9289161912,Sales,2023-10-29
dcca943f-c32e-464d-9e64-c4d0fedcfc55,Aaron Franklin,wross@example.com,8185826192,Developer,2021-07-26
75e4fe11-7919-48b2-ab08-5764eb16ae46,Thomas Black,andrewpacheco@example.net,9091900517,HR,2023-09-20
5866a5f3-1632-4f16-80a9-a341ac14cdd9,Ann Huber,hillemily@example.net,9352625174,Manager,2022-07-22
a81d3a37-3a0b-4162-92a0-556c2ee9b500,Leah Lewis,ellisonmichael@example.com,6530676122,Manager,2022-11-30
c1b0eda0-87f5-4033-9d4f-9dce44005c65,William Marquez,vaughandavid@example.org,5831052162,Sales,2024-05-02
cb80555f-e458-4af8-9288-2e58d42f88c4,Beth Ryan,davisjohn@example.net,9657387917,Developer,2022-09-24
bccc1e64-c330-4934-8713-ab96f4bd9fc0,Marvin Nguyen,kellydavis@example.net,4969626931,Sales,2024-08-18
0936f7c3-dfbd-4713-a67c-4a3e978533a2,Sarah Dominguez,wagnerryan@example.org,2458102526,HR,2020-11-24
d47c19be-6899-47e4-8676-2832ec3dd063,Rachel Roman,ylowe@example.com,2669536512,HR,2024-01-27
531bbc85-2837-4e0a-baab-60b638006ca5,Melissa Rodriguez,iclark@example.net,9872934126,Manager,2024-09-29
0be950b3-013b-4bd3-9b31-fedf5f72aab9,Stephanie Barnes,kmartinez@example.net,1263267642,Manager,2023-12-21
827efa8e-aa15-4735-831c-ac5d1f89fa63,Joseph Farmer,cathy73@example.org,3490692955,Manager,2022-05-14
6a7ede73-c510-48af-96a8-caff9e8b84c9,Joshua Harrison III,jenna54@example.com,5964896876,Manager,2024-04-12
9fc8a867-4e6a-4990-8208-fb6011460b27,Erik Brown,mlee@example.org,5122688154,Sales,2020-08-28
037d631f-cbf1-4415-a38b-b05997f8e00c,Benjamin Allen,mackshawn@example.com,9597600070,Developer,2020-08-30
40bb83f4-8550-4694-a618-6ee44b70c63f,Nancy Harris,brandon79@example.org,86624433,Sales,2023-11-09
3786b797-84b6-40cf-8dde-305cc33fe5a8,Brett Ross,jessica67@example.org,9812049536,HR,2024-06-12
b39cb09b-b51e-4897-a158-70d132f3ee42,Dr. Jill Ward,colonjon@example.net,1193237132,HR,2021-07-12
742113fe-a809-411b-a0ad-5e88acf79e29,Ms. Linda Taylor,elizabethpratt@example.org,981415152,HR,2021-01-22
65e33c67-753e-4b51-ae61-ecce45251203,Lisa Long,hvaughan@example.org,9786668620,Manager,2021-04-20
8f9b43a9-be8c-4bd0-8bd9-cc65e2e243c2,Nicholas Bell,thomas92@example.net,112091079,HR,2022-01-13
67cab448-4eb3-419f-bf5d-1cd90484d48e,Daniel Case,mariokrause@example.com,636648597,Manager,2023-11-08
c8748f4e-703b-459d-9114-16e09386f33e,Katrina Cervantes,powellerica@example.com,3121285002,Developer,2021-06-20
c8ea9e2e-dc97-4422-92a4-d2996e309e8c,Mrs. Jessica Patterson,morgan18@example.org,7962942640,Sales,2022-02-19
1fa806e1-e128-4eb7-a8a5-de596ddab1e1,Traci Cisneros,mariecarlson@example.net,5511756563,Sales,2021-10-17
e443db51-0cc8-494c-9ff3-16f631fbaa0d,Dylan Parker,williamsmichael@example.net,7029727531,HR,2021-11-06
fa3c0878-eb14-4f60-9609-c98b2ef0f41a,Luis Snyder,jonesnicholas@example.org,2684376137,Manager,2020-07-21
7a549c6a-abac-49c6-a5a2-0e223f66d029,Annette Miller,susan11@example.org,701390151,Manager,2024-01-29
2baeba02-ab4d-4408-80e9-237c4f4f3d72,Connie Nelson,martinezdaniel@example.com,4549450842,Sales,2021-06-19
4115b0d8-fe79-433e-9e85-3ed4c5b774cb,Jose Thompson MD,ypatterson@example.com,471063913,HR,2023-07-14
a7c24f68-0c95-41d0-a944-79708a95aae9,Bryan Velez,patrick33@example.net,3575078855,HR,2022-09-26
e27d6e4f-ac4d-436e-a334-b97ba158a344,Natasha Potter,martinphillip@example.net,4722867032,Developer,2020-02-28
79409e04-51c8-4b78-aef1-05dae396d0f8,Andrew Snow,collinsmackenzie@example.com,7136374370,Manager,2021-12-15
4f67422c-1c13-4afc-9f42-973354af6c79,Bradley Simon,pearsondaniel@example.org,4981322221,Manager,2024-08-19
8b7131bf-5108-4d8f-bb60-a538ecf09115,Elizabeth Johnson,summer51@example.com,8863889071,HR,2022-11-18
3665d362-bf65-427c-a904-84b71f536636,Amanda Christensen,tracy91@example.org,7397150404,Manager,2021-09-26
523b57b9-261a-4192-8bd1-900fc62b0e46,James Orr,browncharles@example.org,4626855,Developer,2021-07-21
acb6c400-4491-4268-83b9-a7e84eaad443,Mrs. Emma Clark,shawn81@example.com,3844836483,Sales,2024-01-22
a6b94272-54c3-4c9c-a593-9acc65426ed8,Christine Clarke,raymondsandra@example.org,9273643513,Developer,2021-04-04
99a57bcb-a740-4b6c-8b53-8fcdd0c1c07a,Johnny Gibbs DVM,wdixon@example.org,7323541977,Developer,2021-03-09
22147a24-9514-46e4-971a-f7b9addde74e,Taylor Castaneda,hpalmer@example.com,588362080,HR,2020-07-28
d516a3a1-e506-4ddc-a066-b48c6d202b40,Michelle Martinez,epatrick@example.org,1206587519,Developer,2020-08-21
e600b1cc-5d0a-43bd-837d-9b1ce9e1bdce,Elizabeth Harris,kristiduarte@example.net,2452443216,Developer,2022-05-23
0f22f0cd-ff01-4e00-8294-e05983241fc5,Douglas Allison,tammysmith@example.org,939442533,HR,2023-06-04
80c89535-4894-4649-b0f9-09d58db0b202,Anthony Hernandez,vjackson@example.org,1317550684,Sales,2024-08-15
7c6ce57d-79e5-44c1-9658-36465133a8e6,Mr. David Thompson,courtney20@example.org,1738721455,Developer,2024-09-02
9932b846-232c-43b3-9589-dc0a8c346ab9,Steve David,lejessica@example.net,7611270405,HR,2024-10-09
beda8642-445e-4bd5-8926-b872835ea87c,Sarah Hall,katherinesimmons@example.com,841374132,HR,2024-03-05
e3c6f016-f314-4c0d-8d03-a81dfe3483e1,Melissa Pruitt,jesserodriguez@example.net,9808621421,Developer,2024-02-06
9d96766e-fa8a-489e-8111-38fed7386ecb,Jason Shepherd,vincentgomez@example.com,5959196069,Sales,2021-09-15
9cb97bca-adfc-49c4-906b-286ec86fe0dc,James Best,sararichardson@example.net,1205680181,HR,2022-08-07
77244155-aa1c-42f6-958d-9382c1dfb983,Joe Lawson,leeadam@example.com,7318860169,Developer,2024-07-21
8f8e3d2d-dbdc-4bae-ab8c-0415d4baf57a,Justin Sampson,michelle25@example.net,4231379601,HR,2024-08-07
592c4492-84f3-4081-9888-a4bcd0fa7454,Laura Lopez,timothywilson@example.org,5566054121,Manager,2021-06-14
c993b6f3-75ff-4e4a-8dbc-6dc75cad528a,David Johnson,kaufmanmelissa@example.com,3026199764,Manager,2024-08-04
25cabdd5-d4f5-42e7-8eb2-c433c0cf5bdf,Dylan Bates,jerry40@example.org,7565920902,HR,2020-03-11
59220b46-1dec-450b-9189-286554971af9,Amy Johnston,sdixon@example.com,9831732376,Developer,2023-06-16
9803b437-576f-44c8-b87c-fa06271421bc,Nicole Bryant,stevenmay@example.org,3727395453,Manager,2023-11-18
1737513f-d77e-456c-be59-cda8090a339c,Christopher Campos,benjamindelgado@example.com,4562740428,Manager,2020-07-21
e3873cd5-051b-4056-93f0-680150fde611,Robert Perez,ashleyhoward@example.org,5536427616,Developer,2020-11-12
fc3c641f-c03c-4c32-95d0-844f4af6b3f4,Gary Avila,matthew15@example.com,4237217025,Developer,2024-01-12
dea861a0-176a-4f3a-9a5e-dc4fe64b6dee,Steven Hayden,lucaselizabeth@example.com,9841063470,Developer,2020-12-13
c7bcd2f2-8773-4c4d-ac76-f1ea583af35f,Patricia Anderson,marykennedy@example.org,2361247836,Sales,2021-01-25
27fcb83b-81ac-4675-8842-4e285cb03fb2,Joseph Bishop,chanrobert@example.org,7136701435,HR,2020-09-14
ed10c9d5-38d2-408c-b0b4-319b93a2dfb3,John Mcintosh,melissajones@example.org,7495864259,Manager,2021-06-19
afe42d68-3729-4c40-a348-88ed2eb3eb55,Nathan Smith,williamsjames@example.com,3391029220,HR,2022-04-26
ea4fea27-b600-4918-a15a-723be14dd758,Joshua Jones,vanessa30@example.org,8349431461,Manager,2021-03-06
8711bb02-9255-4159-8829-dff736d3e74e,Mr. Brandon Harris,mcgeenicole@example.net,7854912893,Developer,2020-06-06
9d3435db-2a3c-4538-b3c7-368d9aa8e6ec,Kyle Velazquez,ydelgado@example.org,4735207831,Manager,2021-07-19
6ee5e292-2ee9-426c-8715-fed9ce940dc8,Mark Smith,bwashington@example.net,3082427534,Developer,2020-03-21
1408b989-7929-44f1-beed-73d2396589d8,Joseph Brown,jamesdeanna@example.net,2811655132,Manager,2024-10-06
86d48489-a024-4835-8507-62564599b311,Kathleen Stevens,qmoore@example.com,2992667175,Manager,2024-06-05
f1cda6e7-150b-47c3-87e8-48f216cbb600,Derek Lee,freemanmelissa@example.org,2173136114,HR,2020-07-14
ce80481e-0b88-4789-8cad-32ae59522493,Miss Anna Lee DVM,watkinson@example.net,7211647808,Sales,2020-05-25
45dcb2c6-0242-4050-a320-73a40ea3c095,Renee Harris,mario33@example.com,8088631148,Sales,2024-05-11
c71a3b5d-c629-4c1b-974c-7a5a4274b34a,Alexis Moore,rhernandez@example.com,5894988747,Developer,2021-11-24
58b64598-f2f3-42d2-aa4c-6229df578c66,Dennis Garcia,caroline97@example.net,4880913885,Manager,2023-04-02
55eaa679-c847-413e-a086-702aa90729ad,Melissa Washington,cbrowning@example.com,8287062315,Developer,2024-01-27
b88e02cd-601c-4c20-8a3d-a2580d8a67c4,Pamela Bradley,jenniferbowman@example.com,6787078912,Developer,2022-09-01
0dad0445-d9c5-43a5-ba0c-6c29ff2eb337,Nicole Berry,thomasmeghan@example.com,9271133886,Manager,2021-05-02
82fc536c-9e3d-4a68-866f-a92c03497bf8,Gregory Anderson,gboone@example.com,2646133561,Manager,2023-10-22
0f19d72c-5ee5-4505-9a6f-da78c051aa5f,Kenneth Swanson,rachelcarson@example.net,2958915597,Sales,2023-10-03
8b133835-a411-4579-be8f-f77202dd9d47,Shannon Stone,bishopthomas@example.org,7612809568,Manager,2020-03-31
6d26810f-e953-4c65-a62d-e8554819e7e3,Melanie Goodwin,christopher18@example.org,7495716238,Sales,2024-04-16
2dd924ce-c50f-4256-97d7-aa611dc23343,Sean Johnson DDS,whitakerkelly@example.net,2891410300,Sales,2021-07-15
7358d74d-1b38-4004-8a57-4bf2a6a05e5a,Michael Sherman,rachael40@example.net,8904946682,Manager,2020-10-01
254dc0c3-faa0-4471-803d-2f4669182325,Deborah Lane,cgreen@example.com,2670036426,HR,2020-06-21
bd8824fb-ad3b-4bea-aa80-22335b44095b,Patricia Guzman DVM,michaelcarlson@example.net,3008304744,Manager,2020-05-27
df3c8432-8635-4769-b632-cbf83a0a1aa4,Eric Weeks,kjones@example.org,441955002,Developer,2023-03-12
1a8120fc-61fa-4282-8d5a-734edf26411d,Samantha Case,zdavis@example.org,2809790571,HR,2021-06-13
d3ea2c16-fffe-48d9-a461-b03a1ca8b59f,Sheila Gray,rhodescaleb@example.com,8901593335,HR,2021-11-19
20a6b614-32fb-41f0-a6cf-421e2f61e6a5,William Armstrong,ychambers@example.net,9461654251,HR,2024-05-10
48c473de-9912-4c76-9222-dfc7d5182684,Jessica Hunt,rodriguezsamantha@example.org,8889878863,Developer,2024-08-06
ec3db460-6889-443a-b2eb-a9549cb105aa,Jennifer Thomas,owells@example.org,977207032,Sales,2020-12-23
daf72af9-b8ac-46bb-abde-875c6d412562,Kyle Hernandez,alan15@example.org,6880585448,Sales,2022-08-21
ca4d5095-9032-4a11-9a38-3cf96b4d7f67,Kenneth Sanchez,terri85@example.net,7327996671,HR,2021-03-30
4260e992-5806-4f53-85d5-c6b0eb42e4d2,Jenna Garcia,richardford@example.net,2544449004,Developer,2022-04-19
d91778f7-7463-4200-98a4-c20659605df7,Kent Watson,johnsonjuan@example.org,498773688,Manager,2021-09-09
8d1a4691-cc02-49a5-8687-34161ad15fdc,William Davidson,taterichard@example.com,426029826,HR,2020-09-23
3c53827d-4a6f-4c00-8e0c-82870155736d,Maria Smith,davidreed@example.com,1001816090,Manager,2021-01-24
9dc28bd7-e75c-4fe0-b5be-7e4ed6286983,Rebecca Castro,kbarrett@example.net,1121358681,Sales,2021-07-23
3a863be4-85bb-405f-9fb0-9043db994503,Joel Diaz,zgould@example.net,3452401670,HR,2022-06-28
e7bf32f0-faae-488f-9fe3-98d5307fe158,Christopher Small,susan90@example.org,803018655,HR,2020-10-07
a3aaa534-7681-4335-80ce-3d178ec92462,Tracy Duran,lblackburn@example.net,9507759724,Manager,2020-05-14
9f07c37d-4367-4dec-bec8-05aa3096148f,Eric Robertson,hayley67@example.net,8719249671,Sales,2023-09-02
b09c18e6-bdc8-4dbd-94a6-5fe9567f589c,Marcus Scott,hrich@example.org,8242982104,Manager,2024-01-08
093e7e29-c5bf-4d07-be1f-50e69cb29ab3,Robert Thompson,listephanie@example.net,4762313992,Developer,2024-05-03
163f6763-5594-4a5e-8ee1-7016b64b485d,Matthew Robinson,nathanjordan@example.net,8064436366,Developer,2022-11-03
9f10a7b4-97a7-4980-aad4-b0b11abd36bf,Joseph Norton,erin43@example.com,7053473489,HR,2020-09-17
7beb00d0-95b8-480f-a955-ed2e9f4b1493,Laura Yoder,lindaruiz@example.com,3135430155,HR,2023-11-24
24e22d78-4b3e-4218-8107-93fd9a0bc6ce,Todd Newman,alejandroingram@example.com,7525846116,Developer,2022-11-02
04b95527-2277-4b8f-a558-59fb07ef3b88,Phillip Carter,williamsanchez@example.net,8634435234,Manager,2021-08-01
8050c9d4-83d2-4138-b68a-30a14f2d9261,Jennifer Hunt,jamesbrewer@example.com,2717875125,Developer,2024-08-11
6e4abec7-b8b7-42c6-a3c5-73682f451bfd,Bradley Chaney,matthewthomas@example.net,1103179019,Sales,2020-05-18
7a6e036f-bfa2-4eff-b397-09395123f68e,Jon Rodgers,leahhernandez@example.net,6559631759,Sales,2020-06-08
0e231365-fc5d-47b5-b6d6-a8a79487c4c9,Alexis Mack,steven52@example.org,9127548201,Developer,2020-09-17
9e2b6527-6cce-4bf5-8fad-32fed897a8a0,Cynthia Harrington,caitlingalloway@example.com,5226222810,Manager,2021-04-17
30ca8ca6-e935-49b1-b546-3c57b049e5b6,Joshua Dorsey,zthomas@example.net,7546383152,HR,2024-10-13
dddd1fa0-9945-465f-9587-305e0fd63819,Carol Monroe,danielkeith@example.com,9207446476,HR,2021-01-02
a090c359-5b4a-44c4-91d3-9f88bdfb343f,Autumn Fisher,alice91@example.com,5740817572,Sales,2022-07-17
dca04dd9-f478-4ee4-947d-b203709ec239,Whitney Powell,jeffersondana@example.com,3095019508,Manager,2021-11-15
6b1a72f2-fb47-4f0f-8cd3-c369ce64bfb9,Jeffrey Kerr,kelly15@example.org,692813193,HR,2024-02-10
d6440c80-80b3-4329-a025-34d1f2265a82,Kathy Skinner,jason71@example.net,1981502092,Sales,2022-07-13
0783ad0c-7863-49df-8e38-557fc6e63966,Daniel Clark,justinwilkerson@example.org,9579695788,HR,2022-12-12
4f177e80-c262-4eda-9c5d-354fcd451e43,Joseph Smith,perkinsgerald@example.org,7817861146,Manager,2023-12-20
360333e1-2aa8-4d4b-8d14-41d21b3a2e8b,David Avery,jeffrey59@example.org,6758506434,Manager,2020-11-04
caf13d6e-d622-4ef0-816b-26cad9f3b0d8,Jason Ferguson,nwhite@example.net,9877716977,Sales,2022-07-12
3940c26d-77c1-4840-a7a8-81bc819ecca9,Stephen Santiago,stewartmichael@example.com,1776463071,Manager,2023-12-31
9dd567f8-e4f6-4d6f-ab6b-14c9ed0b7c2f,Veronica Cain,franklong@example.com,7108682453,HR,2023-06-02
212e4c32-6583-4ad8-883e-fc726cee4457,Dr. Veronica Howard,ajohnson@example.org,6734509831,HR,2021-06-18
13b29702-c247-4f50-a9ef-7360161cd3d2,Aaron Scott,dwalker@example.com,5175963857,Manager,2020-11-30
219cb777-c189-484c-a2e4-c532a14a767d,Joan Powell,aliciabarr@example.net,4166591225,Sales,2021-02-17
3c1d706a-c772-417b-a99f-055e762f9d64,Tammie Morgan,armstrongjessica@example.com,7473393522,Sales,2023-07-08
3f100064-b442-4d1a-8e1e-9820a76208de,Julie Perry,fernandezjustin@example.com,8681376232,Sales,2021-06-16
3ea772f2-c76a-43c7-8682-a2fc7d4313b6,Jesse Perkins,hcruz@example.org,3782245978,Manager,2023-12-08
bde4b5c3-da56-4dbe-8c30-e624dda354bc,Tara Robinson,obrienandrew@example.org,9159466814,HR,2020-06-27
cf491991-6e7e-4638-9047-9ed957e2c0b6,Susan Jackson,velazquezmaria@example.net,1491178208,HR,2022-11-13
2a3b8b56-5f6d-46f4-9d46-5744f85c194c,Tonya Jenkins,natashadavis@example.org,7359385830,Manager,2022-04-20
e450d03f-a122-4b67-81df-8fa5217e4084,William Wilkinson,jessica45@example.net,4696561623,HR,2023-02-01
df164953-aefb-4449-9627-0df55f6d3ba7,Andrew Baker,thompsonjames@example.net,9687654962,Manager,2020-03-13
76c29262-b725-4e74-b815-d97d2829694a,Paula Andrews,jaimesmith@example.org,1342444120,Sales,2021-07-13
d38e1111-909c-4839-bb50-e6e25513286d,Chloe Hernandez,zsuarez@example.org,5592808019,Sales,2024-02-02
c60896db-484b-42a0-950a-2e69f29afb40,Regina King,pgarcia@example.com,827907735,Manager,2023-03-23
69370daf-db19-4f51-83d8-502856c7d088,Gerald Mata,lisagarcia@example.org,564883237,HR,2020-01-18
47f2069d-b9bf-41e7-96df-7189059e64c3,Jessica Harper,krauselisa@example.com,1178918006,Developer,2021-08-30
74f0119d-7984-4675-8537-6a6f6e43cdcd,Allen Jennings,brett33@example.net,8976708526,Developer,2023-05-29
6aec5286-90f4-4cad-a086-0061dbc261e4,Grant Carpenter,pfernandez@example.com,4398576518,Sales,2023-07-18
f2e17f0a-daa3-452a-b18e-ba7c91dc9b22,Stephen Bryan,jennifer54@example.org,4121365747,Manager,2021-09-09
7abcc475-1beb-4d92-bdc6-4efec9ae0443,William Miller,zgarcia@example.org,9217982187,HR,2022-04-26
16cfcf21-905c-4a03-99d3-42e6c6a91674,Amy Drake,lopezjames@example.org,3302121333,Manager,2020-11-14
f1f06bc2-e86b-4bf4-8f9b-d3c8e4d8c59f,Jackson Davis,qpace@example.com,3697215029,HR,2024-02-08
1de51ad5-51f5-4fa5-a414-622b9883939f,Wayne Morrison,riostamara@example.org,983925115,Sales,2023-09-12
adc22739-ad8d-4c26-be48-da4794b80cd6,John Mills,warrenjoseph@example.net,1270260939,Sales,2024-01-26
c7fb6510-feb1-4f9a-9713-89eb235fb11c,Pamela Salazar,warddeborah@example.com,983038342,Sales,2022-07-25
e41c7c8f-95b4-4206-bca9-2a5df8834c14,Joe Baker,xlewis@example.net,3273775273,HR,2024-06-21
